idcvlac,autores,nombre,lugar,verificado,fecha,editorial,isbn,volumen,paginas,palabras,areas,sectores,capitulo,libro
0000012548,PABLO CESAR LEHMANN ALBORNOZ,,Colombia,False,2012,Panamericana formas e impresos S.A.,958-701-185-6,,101 - 102,,Ciencias Naturales -- Ciencias Biológicas -- Conservación de la biodiversidad,,"Callichthys fabricioi Román-Valencia, Lehmann y Muñoz 1999",Libro Rojo De Peces Dulceacuícolas De Colombia
0000012548,PABLO CESAR LEHMANN ALBORNOZ,,Colombia,False,2002,Panamericana formas e impresos S.A.,958-701-185-6,,178 - 180,,Ciencias Naturales -- Ciencias Biológicas -- Conservación de la biodiversidad,,Salminus affinis,Libro Rojo De Peces Dulceacuícolas De Colombia
0000012548,PABLO CESAR LEHMANN ALBORNOZ,,Colombia,False,2002,Panamericana formas e impresos S.A.,958-701-185-6,,143 - 145,,Ciencias Naturales -- Ciencias Biológicas -- Conservación de la biodiversidad,,Callichthys fabricioi,Libro Rojo De Peces Dulceacuícolas De Colombia
0000012548,PABLO CESAR LEHMANN ALBORNOZ,,Colombia,False,2002,Panamericana formas e impresos S.A.,958-701-185-6,,203 - 204,,Ciencias Naturales -- Ciencias Biológicas -- Conservación de la biodiversidad,,Hyphessobrycon poecilioides,Libro Rojo De Peces Dulceacuícolas De Colombia
0000012548,PABLO CESAR LEHMANN ALBORNOZ,,Brasil,False,2018,Livro Vermelho da Fauna Brasileira Ameaçada de Extinção,978-85-61842-79-6,,1 - 1232,Freshwater fish conservation,Ciencias Naturales -- Ciencias Biológicas -- Conservación de la biodiversidad,,Livro Vermelho da Fauna Brasileira Ameaçada de Extinção: Volume VI ? Peixes,Livro Vermelho da Fauna Brasileira Ameaçada de Extinção
0000012548,"ANA MARIA LEAL ZANCHET, MATEUS RAGUSE QUADROS, PABLO CESAR LEHMANN ALBORNOZ",,Brasil,False,2018,Editora Fi,978-85-5696-461-8,,1 - 216,,Ciencias Naturales -- Ciencias Biológicas -- Conservación de la biodiversidad,Educación - Educación superior,Diversidade de peixes,Biodiversidade do Campus da Unisinos
0000012548,PABLO CESAR LEHMANN ALBORNOZ,,Brasil,False,2013,Santo Antonio Energia,978-85-7764-086-7,,204 - 223,,Ciencias Naturales -- Ciencias Biológicas -- Conservación de la biodiversidad,,Hypoptopomatinae,Peixes do Rio Madeira
0000012548,PABLO CESAR LEHMANN ALBORNOZ,,Brasil,False,2011,Grupo Editorial Sinos,978-85-65134-00-2,,44 - 57,,Ciencias Naturales -- Ciencias Biológicas -- Conservación de la biodiversidad,,Peixes,Almanaque do Rio dos Sinos. 1ed.São Leopoldo
0000012548,PABLO CESAR LEHMANN ALBORNOZ,,Colombia,False,2012,Arfo Editores E Impresores Ltda,978-958-8343-74-7,,62 - 64,,Ciencias Naturales -- Ciencias Biológicas -- Conservación de la biodiversidad,,Ichthyoelephas longirostris,Libro Rojo De Peces Dulceacuícolas De Colombia
0000012548,PABLO CESAR LEHMANN ALBORNOZ,,Colombia,False,2012,Arfo Editores E Impresores Ltda,978-958-8343-74-7,,235 - 236,,Ciencias Naturales -- Ciencias Biológicas -- Conservación de la biodiversidad,,Microgenys minuta Microgenys minuta,Libro Rojo De Peces Dulceacuícolas De Colombia
0000012548,PABLO CESAR LEHMANN ALBORNOZ,,,False,2012,Arfo Editores E Impresores Ltda,978-958-8343-74-7,,118 - 119,,Ciencias Naturales -- Ciencias Biológicas -- Conservación de la biodiversidad,,Genycharax tarpon Eigenmann 1912,Libro Rojo De Peces Dulceacuícolas De Colombia
0000012548,PABLO CESAR LEHMANN ALBORNOZ,,Colombia,False,2012,Arfo Editores E Impresores Ltda,978-958-8343-74-7,,114 - 117,,Ciencias Naturales -- Ciencias Biológicas -- Conservación de la biodiversidad,,Eremophilus mutisii Humboldt 1805,Libro Rojo De Peces Dulceacuícolas De Colombia
0000012548,PABLO CESAR LEHMANN ALBORNOZ,,Colombia,False,2012,Arfo Editores E Impresores Ltda,978-958-8343-74-7,,181 - 183,,Ciencias Naturales -- Ciencias Biológicas -- Conservación de la biodiversidad,,Salminus affinis Steindachner 1880,Libro Rojo De Peces Dulceacuícolas De Colombia
0000012548,PABLO CESAR LEHMANN ALBORNOZ,,Colombia,False,2012,Arfo Editores E Impresores Ltda,978-958-8343-74-7,,227 - 228,,Ciencias Naturales -- Ciencias Biológicas -- Conservación de la biodiversidad,,Hyphessobrycon poecilioides Eigenmann 1913.,Libro Rojo De Peces Dulceacuícolas De Colombia
0000012548,PABLO CESAR LEHMANN ALBORNOZ,,,False,2012,Arfo Editores E Impresores Ltda,978-958-8343-74-7,,199 - 200,,Ciencias Naturales -- Ciencias Biológicas -- Conservación de la biodiversidad,,Carlastyanax aurocaudatus (Eigenmann 1913),Libro Rojo De Peces Dulceacuícolas De Colombia
0000723690,"SAMIR CARLOS JOAQUI DAZA, APOLINAR FIGUEROA CASAS, JUAN PABLO MARTINEZ IDROBO",,Colombia,False,2008,Editorial De La Universidad Del Cauca,978-¿-958-¿-9451-¿-3,,37 - 40 1,"Educación Ambiental , Gestion ambiental , Produccion Limpia ",,,Herramientas para Articularse al Mercado,Estrategia Integral para Mejorar La Competitividad de Agrocadenas de Productores Rurales de Pequeña Escala en el Departamento del Cauca
0000723690,"SAMIR CARLOS JOAQUI DAZA, APOLINAR FIGUEROA CASAS, JUAN PABLO MARTINEZ IDROBO",,Colombia,False,2007,Editorial Universidad Del Cauca,978-958-9451-88-5,,57 - 62 1,,,,Gestion Ambiental en Encadenamientos Productivos Rurales de Pequeña Escala,Memorias Curso De Formación Avanzada Para Articuladores. Formaciòn Avanzada Para Articuladores De Cadenas Productivas De Pequeña Escala Con Enfoque Integral Para Articulación Al Mercado
0000723690,SAMIR CARLOS JOAQUI DAZA,,Colombia,False,2008,Editorial Universidad Del Cauca,978-958-9451-88-5,,47 - 52 1,,,,Vigilancia Tecnológica,Memorias Curso De Formación Avanzada Para Articuladores. Formaciòn Avanzada Para Articuladores De Cadenas Productivas De Pequeña Escala Con Enfoque Integral Para Articulación Al Mercado
0000723690,SAMIR CARLOS JOAQUI DAZA,,Colombia,False,2009,Editorial Universidad Del Cauca,978-958-732-009-1,,1 - 17 1,,,,ANÁLISIS MULTITEMPORAL DE COBERTURAS VEGETALES PARA ECOTOPOS PARAMUNOS. PARQUE NACIONAL NATURAL PURACÉ,"Fragmentación Y Coberturas Vegetales En Ecosistemas Andinos, Departamento Del Cauca"
0000723690,SAMIR CARLOS JOAQUI DAZA,,Colombia,False,2009,Editorial Universidad Del Cauca,978-958-732-009-1,,1 - 10 1,,,,MÉTODOS PARA EL ANÁLISIS ESPACIO TEMPORAL DE LOS PROCESOS DE FRAGMENTACIÓN,"Fragmentación Y Coberturas Vegetales En Ecosistemas Andinos, Departamento Del Cauca"
0000723690,SAMIR CARLOS JOAQUI DAZA,,Colombia,False,2009,Editorial Universidad Del Cauca,978-958-732-009-1,,1 - 6 1,,,,METODOLOGIA PARA EL ANALISIS DE LAS PERTURBACIONES,"Fragmentación Y Coberturas Vegetales En Ecosistemas Andinos, Departamento Del Cauca"
0000723690,SAMIR CARLOS JOAQUI DAZA,,Colombia,False,2010,Ministerio De Agricultura Y Desarrollo Rural,978-958-8536-19-4,,12 - 23 1,,,,"""Programa Monitoreo Ambiental Para Cambio Climático En Ecosistemas Agrícolas Altoandinos ¿ MACACEA","Ciencia Y Tecnología Para La Competitividad Del Sector Agropecuario 2002-2010, Resultados Preliminares Proyectos Cofinanciados Por El Ministerio De Agricultura Y Desarrollo Rural"
0000723690,"SAMIR CARLOS JOAQUI DAZA, APOLINAR FIGUEROA CASAS, JUAN PABLO MARTINEZ IDROBO, MONICA PATRICIA VALENCIA ROJAS",,Colombia,True,2017,Centro Editorial Universidad Del Valle,978-958-765-451-6,,113 - 135 1,"Adaptación, Paramo, Coberturas Vegetales , Resiliencia",Ciencias Naturales -- Otras Ciencias Naturales -- Otras Ciencias Naturales,,Historia de las transformaciones en ecosistemas paramunos: El caso del área de traslape del Parque Nacional Natural Puracé,Conflictos ambientales en ecosistemas estratégicos. América Latina y el Caribe Siglos XIX - XXI
0000588040,"SILVIO ANDRES ORDONEZ ZUNIGA, CARLOS EDUARDO PENA MEJIA, MARTHA LUCERO BASTIDAS SALAMANCA, CONSTANZA RICAURTE VILLOTA",,Colombia,False,2017,Serie Publicaciones Especiales Del Invemar Litoflash,978-958-8935-24-9,,138 - 155,,,,Región 8: Sinú-Urabá,Regionalización oceanográfica: una visión dinámica del Caribe
0001543838,SONIA MARGARITA MARIA TRIVINO ARANGO,,Colombia,False,2020,Corporación Autónoma Regional de Cundinamarca - CAR,978-958-5480-36-0,,35 - 37,,,,Capítulos: 2.12 Caracterización del Paisaje; 2.13 Caracterización de Vegetación y flora; 2.14 Caracterización de la Fauna; 2.15 Identificación de Áreas y Ecosistemas Estratégicos.,Actualización y Ajuste del Plan de Ordenación y Manejo de la cuenca del río Seco y otros directos al Magdalena.
0001543838,SONIA MARGARITA MARIA TRIVINO ARANGO,,Argentina,False,2021,Universidad Católica de Córdoba,978-987-48328-0-1,,108 - 109,,Humanidades -- Arte -- Arquitectura y Urbanismo,,Cuencas hidrográficas en Colombia. Entendiendo e interpretando el ordenamiento a través del paisaje,La enseñanza e investigación del paisaje en Sudamérica
0001444861,"VIANNY LIZHET PLAZA ORTEGA, MONICA VALENCIA ROJAS, APOLINAR FIGUEROA CASAS",,México,False,2014,Academia Nacional de Ciencias Ambientales,9786079232191,,1667 - 1673,,,,Estimación de la intervención antrópica en un sistema de altamontaña en el Parque Nacional Natural Puracé-Cauca,Memorias Del Xiii Congreso Internacional Y Xix Congreso Nacional De Ciencias Ambientales
0001388382,"VICTORIA EUGENIA CEBALLOS SARRIA, MARIA CRISTINA GALLEGO, APOLINAR FIGUEROA CASAS",,Colombia,False,2009,Editorial Universidad Del Cauca,978-958-732-009-1,,313 - 331,,,,"Distribución de la macrofauna edáfica en dos relictos de bosque de roble (Quercus Humboldtii, Bonpland) cuenca del Rio Palacé.","Fragmentación Y Coberturas Vegetales En Ecosistemas Andinos, Departamento Del Cauca"
0000195804,VOLKER HECK,,Alemania,False,2004,,1397838973,,10 - 11,,,,Blick aus dem Weltraum - Düsseldorf im Satellitenbild,"Blick Aus Dem Weltraum - Düsseldorf Im Satellitenbild, Aus: Düsseldorf Atlas"
0000195804,VOLKER HECK,,Alemania,False,2011,,978-3-7700-1456-9,,81 - 101,,,,Prima Klima in Düsseldorf?,Ökologische Stadt Düsseldorf
0000195804,VOLKER HECK,,Alemania,False,2011,,978-3-7700-1456-9,,91 - 101,,,,Auf den Straßen der Stadt - Verkehrsentwicklung in Düsseldorf,Ökologische Stadt Düsseldorf
0000195804,"VOLKER HECK, APOLINAR FIGUEROA CASAS",,Colombia,False,2009,Editorial Universidad Del Cauca,978-95-89451-98-4,,55 - 75 1,,,,Climatología de la Zona Norte del Parque Nacional Natural Puracé y su análisis en el Marco de los datos Históricos Existentes,Alianza Para La Sociedad De La Información (@Lis): Experiencias Y Realizaciones De La Universidad Del Cauca
0001345345,YANLIKA AURORA VIDAL PINILLA,,Colombia,False,2018,Ministerio De Cultura Instituto Colombiano De Antropologia Red De Solidaridad Organizacion De Bar,9789584855299,,132 - 146 1,,,,CATEDRA POPAYÁN UNA APUESTA POR LA SISTEMATIZACIÓN DE EXPERIENCIAS EDUCATIVO CULTURALES Y LA TRANSFORMACIÓN HACIA UNA VERDADERA CULTURA DE PAZ. Popayán Rural y su tradición Oral: Otros saberes son posibles,UNA APUESTA POR LA SISTEMATIZACIÓN DE EXPERIENCIAS EDUCATIVO CULTURALES Y LA TRANSFORMACIÓN HACIA UNA VERDADERA CULTURA DE PAZ
0001345345,"YANLIKA AURORA VIDAL PINILLA, GEHOVELL JULIANA VIDAL PINILLA, JOSE FERNANDO GRASS RAMIREZ",,Colombia,True,2020,ARTEMIS,978-65-87396-20-0,,93 - 112 1,ORGANIZACIONES,"Ciencias Agrícolas -- Otras Ciencias Agrícolas -- Otras Ciencias Agrícolas, Humanidades -- Otras Humanidades -- Otras Humanidades",,"EXPERIENCIA DE ENCADENAMIENTO PRODUCTIVO EN EL CAUCA, UNA MIRADA DESDE LAS ORGANIZACIONES",REDES DE SOLIDARIDAD Y ORGANIZACIONES EN CONTEXTOS DE DIVERSIDAD
0001345345,"ANYELA VIVIANA MUNOZ SILVA, YANLIKA AURORA VIDAL PINILLA, ADRIANA EDUVIGES SARRIA LOPEZ",,Colombia,False,2021,Usc Universidad Santiago De Cali Editorial,978-628-7501-48-5,,129 - 157,ORGANIZACIÓN DE ESTUDIANTES,"Ciencias Sociales -- Otras Ciencias Sociales -- Ciencias Sociales, Interdisciplinaria",,JOVENES RURALES ENTORNO AL MEDIO AMBIENTE Y CONSTRUCCIÓN DE PAZ,APROXIMACIONES A LOS ESTUDIOS ORGANIZACIONALES EN EL SUR OCCIDENTE COLOMBIANO
0001130820,LEIDY CONSUELO TORRES COLLAZOS,,,False,2022,Dykinson S.L.,978-84-1122-373-7,,1 -,,Humanidades -- Otras Humanidades -- Otras Humanidades,,María Cano y el juego de la representación,El camino hacia las sociedades inclusivas
0001130820,LEIDY CONSUELO TORRES COLLAZOS,,,False,2022,Dykinson S.L.,978-84-1122-375-1,,1 -,,Ciencias Sociales -- Periodismo y Comunicaciones -- Medios y Comunicación Social,,EL TERRORISMO EN OCHO CARICATURAS: 11 DE SEPTIEMBRE DE 2001 Y FALSOS POSITIVOS EN COLOMBIA,Narrativas emergentes para la comunicación digital
0001130820,LEIDY CONSUELO TORRES COLLAZOS,,,False,2022,Dykinson S.L.,978-84-1122-494-9,,1 -,,Humanidades -- Otras Humanidades -- Otras Humanidades,,"""UNA FEMINISTA EN LA ERA DIGITAL: ¿MUJERES COLONIZADAS EN EL MUNDO DE LA INTERNET?""","Algoritmos, teletrabajo y otros grandes temas del feminismo digital"
0001130820,"LEIDY CONSUELO TORRES COLLAZOS, VICTORIA EUGENIA PINO TERAN, DIANA PATRICIA BELALCAZAR CHANTRE",,,False,2023,Sello editorial Unicomfacauca,978-84-1122-925-8,,1 -,,Ciencias Sociales -- Otras Ciencias Sociales -- Otras Ciencias Sociales,,"EMPODERAMIENTO CON PRESPECTIVA CRITICA DE GÉNERO EN TEMAS JURÍDICOS, ADMINISTRATIVOS Y ORGANIZATIVOS, PARA LA FUNDACIÓN PARA LA ATENCIÓN INTEGRAL DE LAS PERSONAS CON CAPACIDADES DIFERENTES ?UNTAK MISAK? DEL MUNICIPIO DE SILVIA- CAUCA",Feminismo en la línea del tiempo: desde las (in)visibilidades al concepto de felicidad
0001130820,"VICTORIA EUGENIA PINO TERAN, LEIDY CONSUELO TORRES COLLAZOS, DIANA PATRICIA BELALCAZAR CHANTRE",,España,False,2023,Dykinson S.L.,978-84-1122-929-6,,1 -,,Ciencias Sociales -- Derecho -- Derecho ,,Brechas digitales para la enseñanza online en la Cárcel y Penitenciaria de Media Seguridad para Mujeres de Popayán,Pedagogía Digital Feminista en Educación Superior
0001138413,ANDRES EDILBERTO VARGAS ROJAS,,Colombia,False,2015,GRUPO TECNICO MAPAS DE RIESGO ELECTORAL MOE,978-958-58730-6-3,,325 - 337,,,,VIOLENCIA POLÌTICA Y PARTICIPACIÒN ELECTORAL:INCIDENCIA DE LOS ACTORES ARMADOS ILEGALES EN LAS ELECCIONES LOCALES EN COLOMBIA,"MAPAS Y FACTORES DE RIESGO ELECTORAL. ELECCIONES DE AUTORIDADES LOCALES, COLOMBIA 2015"
0000623865,DIANA CATHERINE CHACON JANSASOY,,Colombia,False,2018,Universidad del Cauca,978-958-732-308-5,,41 - 54,"Patriarcado, Relaciones sexistas,, Educación superior","Ciencias Sociales -- Otras Ciencias Sociales -- Ciencias Sociales, Interdisciplinaria",,RELACIONES PATRIARCALES Y SEXISTAS EN LA EDUCACIÓN SUPERIOR; EXPERIENCIAS ESTUDIANTILES,Una educación sexista: Un debate para la paz
0001570740,"JORGE EDUARDO OROZCO ALVAREZ, KARLA XIMENA HURTADO MOTTA, RUBEN DARIO MACIAS BAMBAGUE",,Colombia,False,2023,Sello Editorial Uniautonoma del cauca,978-958-8614-76-2,,179 - 228,,Ciencias Sociales -- Economía y Negocios -- Negocios y Management,,Propiedad planta y equipó: tratamiento contable para pequeñas y medianas empresas.,Gestión Financiera
0001570740,"ELIAN FELIPE OME ROJAS, JORGE EDUARDO OROZCO ALVAREZ",,Colombia,False,2023,Sello Editorial Uniautonoma del cauca,978-958-8614-76-2,,61 - 92,,Ciencias Sociales -- Economía y Negocios -- Negocios y Management,,Análisis de las empresas Unicornio en el contexto financiero Mundial,Gestión Financiera
0001570740,"MARITZA CASTILLO DORADO, JORGE EDUARDO OROZCO ALVAREZ",,Colombia,False,2023,Sello Editorial Uniautonoma del cauca,978-958-8614-76-2,,249 - 263,,Ciencias Sociales -- Economía y Negocios -- Negocios y Management,,Activos biológicos enfocados a la producción de carne,Gestión Financiera
0001570740,"ANGIE VALENTINA LOPEZ ORTIZ, JORGE EDUARDO OROZCO ALVAREZ",,Colombia,False,2023,Sello Editorial Uniautonoma del cauca,978-958-8614-76-2,,229 - 248,,Ciencias Sociales -- Economía y Negocios -- Negocios y Management,,Activos biológicos enfocad al sector bovino en producción de leche ?finca el agrado?,Gestión Financiera
0001570740,"JORGE EDUARDO OROZCO ALVAREZ, JUAN CAMILO RUIZ JACOME, MARIA FERNANDA ZULUAGA TOBAR",,Colombia,False,2023,Sello Editorial Uniautonoma del cauca,978-958-8614-76-2,,93 - 114,,Ciencias Sociales -- Economía y Negocios -- Negocios y Management,,Caracterización en la toma de decisiones entre las finanzas clásicas y las conductuales.,Gestión Financiera
0001570740,"JORGE EDUARDO OROZCO ALVAREZ, DEIMER JHONFRANK BENAVIDEZ MOSCA, YOINER MUTIS ORTEGA",,Colombia,False,2023,Sello Editorial Uniautonoma del cauca,978-958-8614-76-2,,151 - 178,,Ciencias Sociales -- Economía y Negocios -- Negocios y Management,,Activos biológicos: cultivos a corto y largo plazo,Gestión Financiera
0001570740,JORGE EDUARDO OROZCO ALVAREZ,,Colombia,False,2023,Sello Editorial Uniautonoma del cauca,978-958-8614-76-2,,9 - 60,,Ciencias Sociales -- Economía y Negocios -- Negocios y Management,,Las políticas de la OCDE y su posible impacto en paises latinoamericanos,Gestión Financiera
0001570740,JORGE EDUARDO OROZCO ALVAREZ,,Colombia,False,2023,Sello Editorial Uniautonoma del cauca,978-958-8614-76-2,,229 - 248,,Ciencias Sociales -- Economía y Negocios -- Negocios y Management,,Activos biológicos enfocad al sector bovino en producción de leche ?finca el agrado?,Gestión Financiera
0001570740,"SHARLY LORENA SONS HERNNDEZ, JORGE EDUARDO OROZCO ALVAREZ",,Colombia,False,2023,Sello Editorial Uniautonoma del cauca,978-958-8614-76-2,,115 - 150,,Ciencias Sociales -- Economía y Negocios -- Negocios y Management,,Mercado de Derivados como alternativa de financiación e Inversión para Pymes en Popayán,Gestión Financiera
0001364030,JOSE ARVEY CAMARGO ROJAS,,Colombia,False,2018,Editorial Leyer,9789587697940,,305 - 333,,,,La ultima tentación de la corte Interamericana de Derechos Humanos,Derecho Internacional de los derechos humanos y justicia transicional
0001364030,JOSE ARVEY CAMARGO ROJAS,,Colombia,False,2021,editorial Diké / UNiversidad Santiago de Cali,9789585134560,,185 - 204 1,,,,la justicia constitucional en el estado social de derecho,diversidades y derechos diferenciados
0000068797,JUAN MANUEL VALENCIA VELOSA,,,False,2022,Editorial SoPhIC,978-958-53744-4-7,,44 -,,Ciencias Sociales -- Economía y Negocios -- Negocios y Management,,"Análisis de los procesos internos y organizativos de la Cooperativa Multiactiva del Macizo COMFIAR y los encadenamientos productivos Agroambientales del Comité integración del Macizo Colombiano, año 2021",Ciencias en las regiones - I Simposio Nacional Sociedad de Doctores e Investigadores de Colombia
0000068797,JUAN MANUEL VALENCIA VELOSA,,,False,2023,Asociación Colombiana de Facultades de Administración (978-958-53890),978-958-53890-1-4,,1 -,,Ciencias Sociales -- Economía y Negocios -- Negocios y Management,,"Análisis estratégico de las dinámicas organizativas respecto a la generación de café especial asociación de productores y exportadores por un mejor vivir, Aspronex en Belalcázar Páez Cauca.",Cooperación e integración Internacional: Una visión de las Escuelas de Negocios
0001379080,LUIS ANGEL MENESES CERON,,Colombia,False,2018,Institución Universitaria CESMAG,978-958-59979-8-1,,106 - 123,,,,"Una aproximación al emprendimiento rural . Estudio de caso en la asociación de mujeres caficultoras ¿MAIKAFE¿ municipio de Piendamó, departamento del Cauca",Innovación y gestión en las organizaciones: una aplicación para Colombia y Ecuador
0001379080,LUIS ANGEL MENESES CERON,,Colombia,False,2018,Institución Universitaria CESMAG,978-958-59979-8-1,,185 - 197,,,,"Las Agrocadenas una estrategia de asociatividad, productividad y competitividad para el desarrollo regional.",Innovación y gestión en las organizaciones: una aplicación para Colombia y Ecuador
